,ID,acreage,so_PN,so_WC,price,frontage,area,city
111,269280,79.0,4.0,5.0,6.9,0,Quận 7,TP Hồ Chí Minh
112,269279,46.0,10.0,5.0,5.8,0,Nam Từ Liêm,Hà Nội
113,269278,118.0,4.0,3.0,5000000.0,1,Thủ Đức,TP Hồ Chí Minh
114,269275,45.0,3.0,4.0,165354402.8355643,0,Long Biên,Hà Nội
115,269273,66.0,9.0,8.113092677958885,7.0,0,Đống Đa,Hà Nội
116,269272,60.0,2.0,2.0,0.00048,0,Bến Cát,Bình Dương
117,269271,91.0,3.0,2.0,10.0,1,Gò Vấp,TP Hồ Chí Minh
118,269270,60.0,2.0,2.0,3.95,0,Bình Tân,TP Hồ Chí Minh
119,269269,38.0,4.0,4.0,5.3,0,Bắc Từ Liêm,Hà Nội
120,269267,42.0,3.0,3.0,4.2,0,Gò Vấp,TP Hồ Chí Minh
121,269266,64.0,6.0,4.0,8.5,0,Quận 11,TP Hồ Chí Minh
122,269265,51.0,3.2302744546011914,3.089975603583165,4.6,0,Long Biên,Hà Nội
123,269264,46.0,3.0,3.0,3.15,0,Hồng Bàng,Hải Phòng
124,269261,30.0,3.0333463900130253,2.9285566258952413,165354402.83554265,1,Tây Hồ,Hà Nội
125,269260,30.0,3.039101546749021,2.919385664454248,3.4,0,Hà Đông,Hà Nội
126,269259,64.0,3.348619588101109,3.195578899126644,3.4,0,Hà Đông,Hà Nội
127,269258,48.0,6.0,4.0,8.5,0,Quận 11,TP Hồ Chí Minh
128,269256,75.0,2.0,2.0,4.6,0,Gò Vấp,TP Hồ Chí Minh
129,269254,56.0,4.0,3.7607055996034435,5.5,1,Quận 6,TP Hồ Chí Minh
130,269252,60.0,2.0,1.0,4.9,0,Quận 7,TP Hồ Chí Minh
131,269251,34.0,3.0755154338938238,2.9518789862968835,5.5,0,Tân Bình,TP Hồ Chí Minh
132,269250,55.0,3.0,2.8904308375240007,6.0,1,Nam Từ Liêm,Hà Nội
133,269247,50.0,2.0,2.0,4.52,0,Quận 1,TP Hồ Chí Minh
134,269245,92.0,2.0,2.0,3.0,0,Quận 3,TP Hồ Chí Minh
135,269244,55.0,3.266688341109063,3.122468926440764,25.0,0,Long Biên,Hà Nội
136,269241,100.0,3.676344573109477,3.488018794586693,2.04,0,Thanh Trì,Hà Nội
137,269239,38.0,3.1119293213031267,2.9843723077180306,0.00048,0,Thủ Dầu Một,Bình Dương
138,269238,41.0,2.0,3.0,3.95,1,Tân Phú,TP Hồ Chí Minh
139,269237,68.79473224575784,4.0,3.0,3.65,1,Thanh Trì,Hà Nội
140,269236,66.0,2.0,2.0,18.6,0,Lê Chân,Hải Phòng
141,269233,100.0,1.0,1.0,7.9,0,Vũng Tàu,Bà Rịa Vũng Tàu
142,269229,50.0,2.0,2.0,2.95,0,Quận 5,TP Hồ Chí Minh
143,269225,112.0,3.0,2.0,1550000.0,0,Vĩnh Cửu,Đồng Nai
144,269224,66.0,4.0,4.0,10.8,0,Thanh Xuân,Hà Nội
145,269223,53.0,2.0,2.019953421964381,7.0,1,Gò Vấp,TP Hồ Chí Minh
146,269222,41.0,4.0,3.7576657968263025,6.3,0,Đống Đa,Hà Nội
147,269220,100.0,5.0,6.0,3.9,1,Bình Thạnh,TP Hồ Chí Minh
148,269218,60.0,2.0,2.0,4.0,0,Phú Nhuận,TP Hồ Chí Minh
149,269215,80.0,3.0,2.0,165354402.83561456,0,Biên Hòa,Đồng Nai
150,269212,48.0,2.0,2.0,2.0,0,Quận 5,TP Hồ Chí Minh
151,269211,64.0,4.0,4.0,8.6,0,Ngô Quyền,Hải Phòng
152,269210,120.0,4.0,3.0,5200000.0,1,Thủ Đức,TP Hồ Chí Minh
